Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency),Base Plan ID,Offer ID,Group ID,First USD 1M Eligible,Service Fee %,Fee Description
GPA.3384-6405-4242-04567,"May 3, 2022",8:57:28 PM PDT,,Google fee refund,Full,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,beyond0,CO,,111221,COP,2925,0.005034,MXN,14.72,,,4992140864565314884,Yes,15,
GPA.3384-6405-4242-04567,"May 3, 2022",8:57:28 PM PDT,Mexico VAT,Tax refund,Full,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,beyond0,CO,,111221,COP,469,0.005034,MXN,2.36,,,4992140864565314884,Yes,,
GPA.3341-6390-0636-26079,"May 4, 2022",6:36:55 AM PDT,,Charge,,Diseño de vigas ACI 318 - 19,com.vigas.luiscantero.disenodevigasaci318_19,0,,beyond0,CO,,111221,COP,19500,0.005025,MXN,97.98,,,4992140864565314884,Yes,,
GPA.3341-6390-0636-26079,"May 4, 2022",6:36:55 AM PDT,,Google fee,,Diseño de vigas ACI 318 - 19,com.vigas.luiscantero.disenodevigasaci318_19,0,,beyond0,CO,,111221,COP,-2925,0.005025,MXN,-14.70,,,4992140864565314884,Yes,15,
GPA.3341-6390-0636-26079,"May 4, 2022",6:36:55 AM PDT,Mexico VAT,Tax,,Diseño de vigas ACI 318 - 19,com.vigas.luiscantero.disenodevigasaci318_19,0,,beyond0,CO,,111221,COP,-468,0.005025,MXN,-2.35,,,4992140864565314884,Yes,,
GPA.3374-3566-4133-99983,"May 4, 2022",8:28:46 PM PDT,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,lake_n,MX,,53270,MXN,99.00,1.000000,MXN,99.00,,,4992140864565314884,Yes,,
GPA.3374-3566-4133-99983,"May 4, 2022",8:28:46 PM PDT,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,lake_n,MX,,53270,MXN,-14.85,1.000000,MXN,-14.85,,,4992140864565314884,Yes,15,
GPA.3374-3566-4133-99983,"May 4, 2022",8:28:46 PM PDT,Mexico VAT,Tax,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,lake_n,MX,,53270,MXN,-2.38,1.000000,MXN,-2.38,,,4992140864565314884,Yes,,
GPA.3361-1716-0376-47220,"May 15, 2022",6:26:12 PM PDT,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,a50,MX,JAL.,49097,MXN,99.00,1.000000,MXN,99.00,,,4992140864565314884,Yes,,
GPA.3361-1716-0376-47220,"May 15, 2022",6:26:12 PM PDT,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,a50,MX,JAL.,49097,MXN,-14.85,1.000000,MXN,-14.85,,,4992140864565314884,Yes,15,
GPA.3361-1716-0376-47220,"May 15, 2022",6:26:12 PM PDT,Mexico VAT,Tax,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,a50,MX,JAL.,49097,MXN,-2.37,1.000000,MXN,-2.37,,,4992140864565314884,Yes,,
GPA.3390-9916-5144-69752,"May 18, 2022",6:53:30 PM PDT,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,sunny,MX,,06800,MXN,99.00,1.000000,MXN,99.00,,,4992140864565314884,Yes,,
GPA.3390-9916-5144-69752,"May 18, 2022",6:53:30 PM PDT,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,sunny,MX,,06800,MXN,-14.85,1.000000,MXN,-14.85,,,4992140864565314884,Yes,15,
GPA.3390-9916-5144-69752,"May 18, 2022",6:53:30 PM PDT,Mexico VAT,Tax,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,sunny,MX,,06800,MXN,-2.37,1.000000,MXN,-2.37,,,4992140864565314884,Yes,,
GPA.3364-1324-3215-41327,"May 18, 2022",8:59:47 PM PDT,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,b0q,MX,,02230,MXN,99.00,1.000000,MXN,99.00,,,4992140864565314884,Yes,,
GPA.3364-1324-3215-41327,"May 18, 2022",8:59:47 PM PDT,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,b0q,MX,,02230,MXN,-14.85,1.000000,MXN,-14.85,,,4992140864565314884,Yes,15,
GPA.3364-1324-3215-41327,"May 18, 2022",8:59:47 PM PDT,Mexico VAT,Tax,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,b0q,MX,,02230,MXN,-2.38,1.000000,MXN,-2.38,,,4992140864565314884,Yes,,
GPA.3339-3519-4501-00334,"May 18, 2022",9:00:07 PM PDT,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,b0q,MX,,02230,MXN,99.00,1.000000,MXN,99.00,,,4992140864565314884,Yes,,
GPA.3339-3519-4501-00334,"May 18, 2022",9:00:07 PM PDT,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,b0q,MX,,02230,MXN,-14.85,1.000000,MXN,-14.85,,,4992140864565314884,Yes,15,
GPA.3339-3519-4501-00334,"May 18, 2022",9:00:07 PM PDT,Mexico VAT,Tax,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,b0q,MX,,02230,MXN,-2.38,1.000000,MXN,-2.38,,,4992140864565314884,Yes,,
GPA.3313-5826-3695-48784,"May 19, 2022",10:28:05 PM PDT,,Charge,,Diseño de vigas ACI 318 - 19,com.vigas.luiscantero.disenodevigasaci318_19,0,,HWJKM-H,GT,,01019,USD,4.96,19.955000,MXN,98.97,,,4992140864565314884,Yes,,
GPA.3313-5826-3695-48784,"May 19, 2022",10:28:05 PM PDT,,Google fee,,Diseño de vigas ACI 318 - 19,com.vigas.luiscantero.disenodevigasaci318_19,0,,HWJKM-H,GT,,01019,USD,-0.74,19.955000,MXN,-14.77,,,4992140864565314884,Yes,15,
GPA.3313-5826-3695-48784,"May 19, 2022",10:28:05 PM PDT,Mexico VAT,Tax,,Diseño de vigas ACI 318 - 19,com.vigas.luiscantero.disenodevigasaci318_19,0,,HWJKM-H,GT,,01019,USD,-0.12,19.955000,MXN,-2.37,,,4992140864565314884,Yes,,
GPA.3392-3506-3959-29911,"May 20, 2022",3:51:13 PM PDT,,Charge,,Construcción Compuesta OR - IMCA,com.ingenieriacivilmexico.luiscantero.disenodecolumnascompuestas,0,,curtana,MX,JAL.,48338,MXN,99.00,1.000000,MXN,99.00,,,4992140864565314884,Yes,,
GPA.3392-3506-3959-29911,"May 20, 2022",3:51:13 PM PDT,,Google fee,,Construcción Compuesta OR - IMCA,com.ingenieriacivilmexico.luiscantero.disenodecolumnascompuestas,0,,curtana,MX,JAL.,48338,MXN,-14.85,1.000000,MXN,-14.85,,,4992140864565314884,Yes,15,
GPA.3392-3506-3959-29911,"May 20, 2022",3:51:13 PM PDT,Mexico VAT,Tax,,Construcción Compuesta OR - IMCA,com.ingenieriacivilmexico.luiscantero.disenodecolumnascompuestas,0,,curtana,MX,JAL.,48338,MXN,-2.37,1.000000,MXN,-2.37,,,4992140864565314884,Yes,,
GPA.3315-4116-5272-77296,"May 23, 2022",10:24:55 PM PDT,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,a11q,MX,,07990,MXN,99.00,1.000000,MXN,99.00,,,4992140864565314884,Yes,,
GPA.3315-4116-5272-77296,"May 23, 2022",10:24:55 PM PDT,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,a11q,MX,,07990,MXN,-14.85,1.000000,MXN,-14.85,,,4992140864565314884,Yes,15,
GPA.3315-4116-5272-77296,"May 23, 2022",10:24:55 PM PDT,Mexico VAT,Tax,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,a11q,MX,,07990,MXN,-2.38,1.000000,MXN,-2.38,,,4992140864565314884,Yes,,
GPA.3331-4798-0667-66776,"May 25, 2022",7:51:01 PM PDT,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,a11q,MX,,07990,MXN,99.00,1.000000,MXN,99.00,,,4992140864565314884,Yes,,
GPA.3331-4798-0667-66776,"May 25, 2022",7:51:01 PM PDT,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,a11q,MX,,07990,MXN,-14.85,1.000000,MXN,-14.85,,,4992140864565314884,Yes,15,
GPA.3331-4798-0667-66776,"May 25, 2022",7:51:01 PM PDT,Mexico VAT,Tax,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,a11q,MX,,07990,MXN,-2.37,1.000000,MXN,-2.37,,,4992140864565314884,Yes,,
GPA.3351-8961-7178-03838,"May 31, 2022",9:01:15 PM PDT,,Charge,,Column design ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.columndesignaci318_19,0,,gts6l,ID,,,IDR,69000,0.001353,MXN,93.36,,,4992140864565314884,Yes,,
GPA.3351-8961-7178-03838,"May 31, 2022",9:01:15 PM PDT,,Google fee,,Column design ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.columndesignaci318_19,0,,gts6l,ID,,,IDR,-10350,0.001353,MXN,-14.00,,,4992140864565314884,Yes,15,
